,actor_id,outcoming_neighbors_cnt,incoming_neighbors_cnt,neighbors_cnt,outcoming_tx_cnt,incoming_tx_cnt,incoming_minus_outcoming_tx_cnt,address,class
2562,1g2eFkrvg3pLTXjqST8KMRUAzAKQ14CAa,0.0,103.0,103.0,0.0,1.0,1.0,1g2eFkrvg3pLTXjqST8KMRUAzAKQ14CAa,2
2563,1gve4i2TZGTbiKuSTRoGxceyaT6XBxPGg,501.0,7.0,508.0,1.0,1.0,0.0,1gve4i2TZGTbiKuSTRoGxceyaT6XBxPGg,2
2571,1nqXibgVSUADdph94aJ2HX6Luk7rWxdYF,500.0,0.0,500.0,1.0,0.0,-1.0,1nqXibgVSUADdph94aJ2HX6Luk7rWxdYF,2
2572,1nqmya65N5vVCEzswy5Kh7JuKCaaiNMQU,0.0,202.0,202.0,0.0,2.0,2.0,1nqmya65N5vVCEzswy5Kh7JuKCaaiNMQU,2
2573,1nxiTLc6mYmQiuhq9vqeuo951JmD91dNr,250.0,0.0,250.0,1.0,0.0,-1.0,1nxiTLc6mYmQiuhq9vqeuo951JmD91dNr,2
2574,1oGEdvFRgw6PMEmCSNQQ1HuQSHmRFZQoX,0.0,123.0,123.0,0.0,1.0,1.0,1oGEdvFRgw6PMEmCSNQQ1HuQSHmRFZQoX,2
2575,1oiGgW6GjGkusYgaeBZnpMM6AyfwLkVzW,0.0,145.0,145.0,0.0,1.0,1.0,1oiGgW6GjGkusYgaeBZnpMM6AyfwLkVzW,2
2576,1okp6E1sPqdbizX6RYB8614buC4C9tzrm,501.0,0.0,501.0,1.0,0.0,-1.0,1okp6E1sPqdbizX6RYB8614buC4C9tzrm,2
2577,1owiYiDC8C7TeaVx3kvjhh1dRPx37Mit8,500.0,0.0,500.0,1.0,0.0,-1.0,1owiYiDC8C7TeaVx3kvjhh1dRPx37Mit8,2
2578,1pnBtiRRPUFJ9QZMi4SsFqNomyfA9AMXD,125.0,0.0,125.0,1.0,0.0,-1.0,1pnBtiRRPUFJ9QZMi4SsFqNomyfA9AMXD,2
2580,1qnT6CuwXKZZkmy4RngwwzJsLFcjJxSsa,501.0,0.0,501.0,1.0,0.0,-1.0,1qnT6CuwXKZZkmy4RngwwzJsLFcjJxSsa,2
2582,1rbGXkeBYmZUyhVhTmqqXjvXvwW7WfvzE,840.0,0.0,840.0,1.0,0.0,-1.0,1rbGXkeBYmZUyhVhTmqqXjvXvwW7WfvzE,2
2584,1sCHh9zH7g1yx7S4h4qJ9uqxCDLNm7Lke,2.0,486.0,488.0,1.0,2.0,1.0,1sCHh9zH7g1yx7S4h4qJ9uqxCDLNm7Lke,2
2586,1vG3G1f8MLup6nu9ZZvxiLd4EqpeBDC8J,357.0,0.0,357.0,1.0,0.0,-1.0,1vG3G1f8MLup6nu9ZZvxiLd4EqpeBDC8J,2
2589,1wmL3Wx4u11u1rNFzLwhGyfHwYFRXw8iG,500.0,0.0,500.0,1.0,0.0,-1.0,1wmL3Wx4u11u1rNFzLwhGyfHwYFRXw8iG,2
2592,1y5ybHqjFeAN1C54wKoUMoGG8AqJY85HU,0.0,104.0,104.0,0.0,1.0,1.0,1y5ybHqjFeAN1C54wKoUMoGG8AqJY85HU,2
2594,31hfZhqt5yHeAQFvcW6EozhSJSJoA3b7h8,251.0,0.0,251.0,1.0,0.0,-1.0,31hfZhqt5yHeAQFvcW6EozhSJSJoA3b7h8,2
2596,31jmY3pBW7SMTRWdNzdTyLFzG3vcSHDZzR,71.0,130.0,201.0,69.0,71.0,2.0,31jmY3pBW7SMTRWdNzdTyLFzG3vcSHDZzR,2
2597,31jvPDFQNkDPG9LBpGTDAXUVtPErk5Bcgm,251.0,0.0,251.0,1.0,0.0,-1.0,31jvPDFQNkDPG9LBpGTDAXUVtPErk5Bcgm,2
2598,31kkUk1zpiSWmFNe17rBDKJyvGZdS5JXfi,130.0,0.0,130.0,2.0,0.0,-2.0,31kkUk1zpiSWmFNe17rBDKJyvGZdS5JXfi,2
2599,31peynRQuBCtD8wG2GfLgzhXMWGv9LHmEv,251.0,0.0,251.0,1.0,0.0,-1.0,31peynRQuBCtD8wG2GfLgzhXMWGv9LHmEv,2
2601,31xFQp1u2BK1J9jNLfw4azeSPzYaC91Zei,502.0,1.0,503.0,2.0,1.0,-1.0,31xFQp1u2BK1J9jNLfw4azeSPzYaC91Zei,2
2603,31ymLL13s7aovyGkvagDH4ndtDCfHTQx77,251.0,0.0,251.0,1.0,0.0,-1.0,31ymLL13s7aovyGkvagDH4ndtDCfHTQx77,2
2606,326Lu23JF6DLA5aEKzWTnpnafWQhvjVws4,251.0,0.0,251.0,1.0,0.0,-1.0,326Lu23JF6DLA5aEKzWTnpnafWQhvjVws4,2
2607,327SSZYB5HpvjVgDPiYw3fhDXJRLVLMDj2,251.0,0.0,251.0,1.0,0.0,-1.0,327SSZYB5HpvjVgDPiYw3fhDXJRLVLMDj2,2
2609,329CqDV7bHKeMPz6xnjQFiR43R75C33ueo,753.0,1.0,754.0,3.0,1.0,-2.0,329CqDV7bHKeMPz6xnjQFiR43R75C33ueo,2
2610,329yLywaEkQtgR1atNzZkoqrASP66hmqQA,92.0,105.0,197.0,95.0,96.0,1.0,329yLywaEkQtgR1atNzZkoqrASP66hmqQA,2
2612,32GatnBDTK5hmqsVXRagfVkooUTVyWZfWp,0.0,115.0,115.0,0.0,2.0,2.0,32GatnBDTK5hmqsVXRagfVkooUTVyWZfWp,2
2613,32Gbzon4ZTp1yeT6XVw5c8ymmwigpMWDdy,251.0,0.0,251.0,1.0,0.0,-1.0,32Gbzon4ZTp1yeT6XVw5c8ymmwigpMWDdy,2
2617,32M7esat3E2AEhXo3Bhi9YWASF6tqp2qmj,251.0,16.0,267.0,1.0,1.0,0.0,32M7esat3E2AEhXo3Bhi9YWASF6tqp2qmj,2
2619,32WwEobx71srAfZACyrv7HZXUeGHAqCtXG,251.0,0.0,251.0,1.0,0.0,-1.0,32WwEobx71srAfZACyrv7HZXUeGHAqCtXG,2
2620,32YsU2vC8qBf5oZ69Fyt6GnUAoTUfoyS9m,251.0,0.0,251.0,1.0,0.0,-1.0,32YsU2vC8qBf5oZ69Fyt6GnUAoTUfoyS9m,2
2621,32ZGxpetWDiosmL4vTrENyZPkZnfbmRqcH,251.0,5.0,256.0,1.0,1.0,0.0,32ZGxpetWDiosmL4vTrENyZPkZnfbmRqcH,2
2625,32mUYh1hkefeuqSSc5qT8UUPagz1dxp8ZH,251.0,0.0,251.0,1.0,0.0,-1.0,32mUYh1hkefeuqSSc5qT8UUPagz1dxp8ZH,2
2627,32sNCSHieJZLGPgDRk1khtCiAzAbBpyQnS,251.0,0.0,251.0,1.0,0.0,-1.0,32sNCSHieJZLGPgDRk1khtCiAzAbBpyQnS,2
2629,32xt3GLJnXZoiKhSTF11sAn1svhUtwNECS,0.0,440.0,440.0,0.0,1.0,1.0,32xt3GLJnXZoiKhSTF11sAn1svhUtwNECS,2
2634,335jXf6jLHGJ1JJjCJ4t8z5opYFXi8hWBX,251.0,0.0,251.0,1.0,0.0,-1.0,335jXf6jLHGJ1JJjCJ4t8z5opYFXi8hWBX,2
2636,339EAzcKp7MTLuAQCRUZYjuNJ7Hqvd2j8a,251.0,0.0,251.0,1.0,0.0,-1.0,339EAzcKp7MTLuAQCRUZYjuNJ7Hqvd2j8a,2
2637,339prHmntDv1RFC4yN47BBjXtVxeWUf8z9,251.0,0.0,251.0,1.0,0.0,-1.0,339prHmntDv1RFC4yN47BBjXtVxeWUf8z9,2
2638,33GrBTaXsyBSfyeKaQSbBbyFBn2wiV8JGd,101.0,5.0,106.0,5.0,1.0,-4.0,33GrBTaXsyBSfyeKaQSbBbyFBn2wiV8JGd,2
2640,33LhNqi2Loqc6sj3mHzU7KdX4Ya4FxR2KF,251.0,0.0,251.0,1.0,0.0,-1.0,33LhNqi2Loqc6sj3mHzU7KdX4Ya4FxR2KF,2
2641,33MCEhooZ5xvBxd7SzSELRJKerUmGKQCYg,251.0,0.0,251.0,1.0,0.0,-1.0,33MCEhooZ5xvBxd7SzSELRJKerUmGKQCYg,2
2643,33UZCkLjHdC1jTANX3uqDtyjjnuL2CcNA8,251.0,0.0,251.0,1.0,0.0,-1.0,33UZCkLjHdC1jTANX3uqDtyjjnuL2CcNA8,2
2644,33VRaGqY7TPFo5QG3GN2QCDz9nyjnDQMn9,251.0,0.0,251.0,1.0,0.0,-1.0,33VRaGqY7TPFo5QG3GN2QCDz9nyjnDQMn9,2
2645,33XZf8Ys9sbqnAKynA4yBckyzwN3SEZaU7,15.0,283.0,298.0,4.0,5.0,1.0,33XZf8Ys9sbqnAKynA4yBckyzwN3SEZaU7,2
2650,33hCCUuMY48Zm7Fha9EqaBopWVoUwbvtye,251.0,0.0,251.0,1.0,0.0,-1.0,33hCCUuMY48Zm7Fha9EqaBopWVoUwbvtye,2
2651,33nYyuVBMUcoQBbp57eY8aoj1JPgH8DF9v,34.0,108.0,142.0,1.0,3.0,2.0,33nYyuVBMUcoQBbp57eY8aoj1JPgH8DF9v,2
2653,33trT2wDbghFj81YyAuLtvufHYCAM4BfeU,251.0,0.0,251.0,1.0,0.0,-1.0,33trT2wDbghFj81YyAuLtvufHYCAM4BfeU,2
2654,33vZS2CEyGfvF8MSgAHRZjDFbos22wwt9M,251.0,0.0,251.0,1.0,0.0,-1.0,33vZS2CEyGfvF8MSgAHRZjDFbos22wwt9M,2
2655,33xLPD67wbKmXsS5Jox7S76zkybxbPEw3Y,251.0,0.0,251.0,1.0,0.0,-1.0,33xLPD67wbKmXsS5Jox7S76zkybxbPEw3Y,2
2656,33z7S4TYFnmRqwp7P4dchv7m4CECLj3Wt5,502.0,19.0,521.0,2.0,3.0,1.0,33z7S4TYFnmRqwp7P4dchv7m4CECLj3Wt5,2
2657,343bCJ7ikVXEyiXxXZFouBURn2TbqBE9Jx,251.0,0.0,251.0,1.0,0.0,-1.0,343bCJ7ikVXEyiXxXZFouBURn2TbqBE9Jx,2
2658,343upNypbr2UUx5eUcgN2JiXDouum27MN3,7.0,102.0,109.0,1.0,2.0,1.0,343upNypbr2UUx5eUcgN2JiXDouum27MN3,2
2659,3451E8Jv7UtrsdgqEv44guXcyZUpanWoFH,288.0,0.0,288.0,2.0,0.0,-2.0,3451E8Jv7UtrsdgqEv44guXcyZUpanWoFH,2
2662,346vDCxADiVyV3A25ZHk8ur69GHZfnDJ3A,251.0,0.0,251.0,1.0,0.0,-1.0,346vDCxADiVyV3A25ZHk8ur69GHZfnDJ3A,2
2664,34CVvisqmfZTmXAdVBXRP2N36A1gpJRVjG,251.0,0.0,251.0,1.0,0.0,-1.0,34CVvisqmfZTmXAdVBXRP2N36A1gpJRVjG,2
2667,34GE1YYjKzLQTod6yC3WuzN4uYmeEGqVxy,251.0,1.0,252.0,1.0,2.0,1.0,34GE1YYjKzLQTod6yC3WuzN4uYmeEGqVxy,2
2671,34UQSm2tUn7pnxAJiv7f4M6mjk51nhfeGA,84.0,31.0,115.0,13.0,15.0,2.0,34UQSm2tUn7pnxAJiv7f4M6mjk51nhfeGA,2
2673,34YkJcd6U6Qa1djnrvSnM4HcRfPEmRL5b4,0.0,102.0,102.0,0.0,1.0,1.0,34YkJcd6U6Qa1djnrvSnM4HcRfPEmRL5b4,2
2674,34ZwCwkpCeTkACj1KuMHBYo5UPK8Dsk9cH,251.0,0.0,251.0,1.0,0.0,-1.0,34ZwCwkpCeTkACj1KuMHBYo5UPK8Dsk9cH,2
2675,34b8chm1V4sfnNU4RxGppptfYnwTvmrzq7,91.0,30.0,121.0,18.0,15.0,-3.0,34b8chm1V4sfnNU4RxGppptfYnwTvmrzq7,2
2676,34bzwyZrMwDacwTdvnc2PCVghNjEmmuuNS,251.0,0.0,251.0,1.0,0.0,-1.0,34bzwyZrMwDacwTdvnc2PCVghNjEmmuuNS,2
2677,34cCyLCAGLUhPPPCaUA8eWguFbzDAADEHK,251.0,2.0,253.0,1.0,1.0,0.0,34cCyLCAGLUhPPPCaUA8eWguFbzDAADEHK,2
2678,34eYcHME4b5VAJKwofjxkCyEsAPwvK9sS1,502.0,0.0,502.0,2.0,0.0,-2.0,34eYcHME4b5VAJKwofjxkCyEsAPwvK9sS1,2
2679,34fpwurjLq8vN7i2GgpBn9j8tCKhz4iULn,0.0,167.0,167.0,0.0,1.0,1.0,34fpwurjLq8vN7i2GgpBn9j8tCKhz4iULn,2
2683,34vLwRwHBdqrEenVVgDBxsynT7AR345Y2E,502.0,1.0,503.0,2.0,2.0,0.0,34vLwRwHBdqrEenVVgDBxsynT7AR345Y2E,2
2684,34wgmuBmLCkPra9AY5aGXowWTDFBWLmm4W,251.0,0.0,251.0,1.0,0.0,-1.0,34wgmuBmLCkPra9AY5aGXowWTDFBWLmm4W,2
2685,34yEvSjRtk67XSK72cNoH93z9iTcbRv96F,251.0,0.0,251.0,1.0,0.0,-1.0,34yEvSjRtk67XSK72cNoH93z9iTcbRv96F,2
2687,353m4GLseygzSitL66JrmpPnLmeADrYRoc,251.0,0.0,251.0,1.0,0.0,-1.0,353m4GLseygzSitL66JrmpPnLmeADrYRoc,2
2691,358xtJvpgUmmobchBRWVWfQqgvi6HFvvA5,350.0,0.0,350.0,2.0,0.0,-2.0,358xtJvpgUmmobchBRWVWfQqgvi6HFvvA5,2
2692,35A9df3UNDMk4JqStHmYN4HjMa3KukLGKH,743.0,2.0,745.0,3.0,1.0,-2.0,35A9df3UNDMk4JqStHmYN4HjMa3KukLGKH,2
2693,35ABbycwDAebbrnmcwpQWghYgEEybPejRp,0.0,255.0,255.0,0.0,2.0,2.0,35ABbycwDAebbrnmcwpQWghYgEEybPejRp,2
2694,35Aoxrf6hA5LhGvz1G6r1UXzwmgZdj3ymV,0.0,155.0,155.0,0.0,1.0,1.0,35Aoxrf6hA5LhGvz1G6r1UXzwmgZdj3ymV,2
2695,35DH1nomPe69jnxsaxgZ8JBRZEj2NUttCf,251.0,0.0,251.0,1.0,0.0,-1.0,35DH1nomPe69jnxsaxgZ8JBRZEj2NUttCf,2
2696,35DRaUbrWEXZGF7WjudVpQW89aKmKkg66U,753.0,0.0,753.0,3.0,0.0,-3.0,35DRaUbrWEXZGF7WjudVpQW89aKmKkg66U,2
2698,35Kxy8g52SU3tXqnHBA2af8ytkNV8Ai6PB,251.0,0.0,251.0,1.0,0.0,-1.0,35Kxy8g52SU3tXqnHBA2af8ytkNV8Ai6PB,2
2700,35QnbKAYmh1RQyov9DNaEqSnMougt2Lz8R,43.0,99.0,142.0,25.0,28.0,3.0,35QnbKAYmh1RQyov9DNaEqSnMougt2Lz8R,2
2701,35RvekyveXekmfi8hCJhhV2U4ZVHjtCZsz,0.0,104.0,104.0,0.0,1.0,1.0,35RvekyveXekmfi8hCJhhV2U4ZVHjtCZsz,2
2702,35SA7KRp8JfzJUFwsnQdRmnJuMT1uVfoUv,251.0,0.0,251.0,1.0,0.0,-1.0,35SA7KRp8JfzJUFwsnQdRmnJuMT1uVfoUv,2
2705,35VSrfAwsZdmgPEiWJvpsBXAFu1fFNZLV1,251.0,0.0,251.0,1.0,0.0,-1.0,35VSrfAwsZdmgPEiWJvpsBXAFu1fFNZLV1,2
2706,35VxxZ6CUYDyYz2oYmVDMmASjPrTBrPP65,251.0,0.0,251.0,1.0,0.0,-1.0,35VxxZ6CUYDyYz2oYmVDMmASjPrTBrPP65,2
2710,35crmTeTZkUXLA65nHT4WLunQFcTh228W5,0.0,199.0,199.0,0.0,2.0,2.0,35crmTeTZkUXLA65nHT4WLunQFcTh228W5,2
2711,35i2sqarq3k4VJyNXWr3SXMDuzmTkEG9bG,0.0,192.0,192.0,0.0,2.0,2.0,35i2sqarq3k4VJyNXWr3SXMDuzmTkEG9bG,2
2712,35o5pDV9RKHTochRk9ycamdWYMgGGpV1yb,33.0,101.0,134.0,1.0,1.0,0.0,35o5pDV9RKHTochRk9ycamdWYMgGGpV1yb,2
2714,35swLgrrbayxGbyMNaFCSyxxmnq2KnmDEH,251.0,0.0,251.0,1.0,0.0,-1.0,35swLgrrbayxGbyMNaFCSyxxmnq2KnmDEH,2
2715,35t4Ad73mgLYiyReSjpQuc2PgqV84VHR3y,251.0,0.0,251.0,1.0,0.0,-1.0,35t4Ad73mgLYiyReSjpQuc2PgqV84VHR3y,2
2717,35wRnG421rqDrEGaFjtDfLaAzuYdzDRbAU,502.0,0.0,502.0,2.0,0.0,-2.0,35wRnG421rqDrEGaFjtDfLaAzuYdzDRbAU,2
2719,35zBvZd46TjSmPx7aUWo58GxNJ52RDoN74,448.0,32.0,480.0,18.0,15.0,-3.0,35zBvZd46TjSmPx7aUWo58GxNJ52RDoN74,2
2721,362WzmgGGf8omQtFSbCsgzAPe6iqTHpCZ4,0.0,104.0,104.0,0.0,1.0,1.0,362WzmgGGf8omQtFSbCsgzAPe6iqTHpCZ4,2
2722,364qbSJFhwkBgZnMuhmUHdczpaZNS2PmE6,25.0,347.0,372.0,3.0,4.0,1.0,364qbSJFhwkBgZnMuhmUHdczpaZNS2PmE6,2
2726,36P6Hpw1EwDPXN7nHPA6EfEJ24WCqrQQJ2,251.0,0.0,251.0,1.0,0.0,-1.0,36P6Hpw1EwDPXN7nHPA6EfEJ24WCqrQQJ2,2
2728,36UTM7CiH9HnTjt5CWbRtbk56g6AZ85uz8,113.0,0.0,113.0,5.0,0.0,-5.0,36UTM7CiH9HnTjt5CWbRtbk56g6AZ85uz8,2
2729,36Xf4aReotXfTAEPHAenbNZH9eP9Ttjbb3,251.0,0.0,251.0,1.0,0.0,-1.0,36Xf4aReotXfTAEPHAenbNZH9eP9Ttjbb3,2
2730,36aDPWYV8WrxJVQjvJwsNvwMJgMotYU7ck,350.0,0.0,350.0,2.0,0.0,-2.0,36aDPWYV8WrxJVQjvJwsNvwMJgMotYU7ck,2
2733,36cyUSRqGziUDgKb69d9VsSehTyFKUhcHt,149.0,5.0,154.0,8.0,3.0,-5.0,36cyUSRqGziUDgKb69d9VsSehTyFKUhcHt,2
2736,36kcd63bbYr1onZdaH5dDGe1yfFcH7evSZ,753.0,0.0,753.0,3.0,0.0,-3.0,36kcd63bbYr1onZdaH5dDGe1yfFcH7evSZ,2
2738,36wSTx2YjqAHJFNuNsqe39PakpSnvwvyYy,251.0,0.0,251.0,1.0,0.0,-1.0,36wSTx2YjqAHJFNuNsqe39PakpSnvwvyYy,2
2740,3729zqWKE7LamVscfPw1ToBQBj3ekpFa5G,0.0,124.0,124.0,0.0,1.0,1.0,3729zqWKE7LamVscfPw1ToBQBj3ekpFa5G,2
2741,372KLWRaBku11bLbJwMsea1itjPqz3kuYd,251.0,0.0,251.0,1.0,0.0,-1.0,372KLWRaBku11bLbJwMsea1itjPqz3kuYd,2
2747,37GgUK8jYpyUVsGE3qRab9jXrz8nLsTMFP,0.0,144.0,144.0,0.0,1.0,1.0,37GgUK8jYpyUVsGE3qRab9jXrz8nLsTMFP,2
2749,37JBtdPWhTd3zA77sHN8q4DY15ziBAbkY9,985.0,3.0,988.0,4.0,3.0,-1.0,37JBtdPWhTd3zA77sHN8q4DY15ziBAbkY9,2
2750,37Kbnc7dkB8AiqGfGHgeqKkgd3C65EwqE9,412.0,38.0,450.0,17.0,20.0,3.0,37Kbnc7dkB8AiqGfGHgeqKkgd3C65EwqE9,2
2751,37M3LrBtvRiMYYvQqDwwiTMx7W5pkchRkr,985.0,2.0,987.0,4.0,5.0,1.0,37M3LrBtvRiMYYvQqDwwiTMx7W5pkchRkr,2
2752,37NjuMgD1zrbxixUckpdNcAaFj6R4vShBv,251.0,0.0,251.0,1.0,0.0,-1.0,37NjuMgD1zrbxixUckpdNcAaFj6R4vShBv,2
2753,37QEbDWy98noe5xVhuDiUSVsPhtxjoayZn,502.0,0.0,502.0,2.0,0.0,-2.0,37QEbDWy98noe5xVhuDiUSVsPhtxjoayZn,2
2754,37SGdtvabaQQGqKiinx5s8TyRt6HbDQV31,251.0,0.0,251.0,1.0,0.0,-1.0,37SGdtvabaQQGqKiinx5s8TyRt6HbDQV31,2
2755,37SR8QTZtsBD6ygXPY1uP7DoDSkKe3Me5q,0.0,550.0,550.0,0.0,1.0,1.0,37SR8QTZtsBD6ygXPY1uP7DoDSkKe3Me5q,2
2758,37WdtDoqHUejeQDa24wPdDv6wjeavqk46v,251.0,0.0,251.0,1.0,0.0,-1.0,37WdtDoqHUejeQDa24wPdDv6wjeavqk46v,2
2759,37Ye3KFSFquCyeRwFYbGLE25RrzWbD5VPL,251.0,0.0,251.0,1.0,0.0,-1.0,37Ye3KFSFquCyeRwFYbGLE25RrzWbD5VPL,2
2761,37ZUmhj9ksvGaYKaACoaALsWpG1f2nM1Tw,0.0,197.0,197.0,0.0,2.0,2.0,37ZUmhj9ksvGaYKaACoaALsWpG1f2nM1Tw,2
2763,37e3b9kPGCnivmQFMthA8x9htv5TEnyV15,251.0,0.0,251.0,1.0,0.0,-1.0,37e3b9kPGCnivmQFMthA8x9htv5TEnyV15,2
2769,37kaLKG4ZNxSidBUUqRFuUeE1JfBRszboi,251.0,0.0,251.0,1.0,0.0,-1.0,37kaLKG4ZNxSidBUUqRFuUeE1JfBRszboi,2
2772,37sCAZsJWgcFWh19MrNcEDDM7qhgY2NcUc,251.0,0.0,251.0,1.0,0.0,-1.0,37sCAZsJWgcFWh19MrNcEDDM7qhgY2NcUc,2
2775,37uAcmFmKpvKb6bJDxjL2tuicsVCbybSzN,251.0,0.0,251.0,1.0,0.0,-1.0,37uAcmFmKpvKb6bJDxjL2tuicsVCbybSzN,2
2776,37wDTGqTFWBN53Q1vFjyeHpsJF2wXsBjFH,973.0,2.0,975.0,4.0,5.0,1.0,37wDTGqTFWBN53Q1vFjyeHpsJF2wXsBjFH,2
2778,37xoRLyuoDZfuajJaejqwJ9q7toLmEjkop,999.0,0.0,999.0,4.0,0.0,-4.0,37xoRLyuoDZfuajJaejqwJ9q7toLmEjkop,2
2780,381wVYAgxmTwAzjVgSoeDF7kazv6ivDQi8,3.0,100.0,103.0,1.0,1.0,0.0,381wVYAgxmTwAzjVgSoeDF7kazv6ivDQi8,2
2781,38A6nGSMR59WHVnj9gaJ2Cm62y9kFE318i,29.0,652.0,681.0,5.0,6.0,1.0,38A6nGSMR59WHVnj9gaJ2Cm62y9kFE318i,2
2782,38EJAFDz8pTho6YiGuMZtY4kHoNPhQ2yhh,251.0,0.0,251.0,1.0,0.0,-1.0,38EJAFDz8pTho6YiGuMZtY4kHoNPhQ2yhh,2
2783,38EboPrMY9oTDqqGCkNbLFfcbT3JQ3B89z,14.0,94.0,108.0,1.0,2.0,1.0,38EboPrMY9oTDqqGCkNbLFfcbT3JQ3B89z,2
2784,38GXKnf7YBasZRsBkK43nQbGNGH7gxYjwg,251.0,0.0,251.0,1.0,0.0,-1.0,38GXKnf7YBasZRsBkK43nQbGNGH7gxYjwg,2
2785,38HKR2jMyXco72XjXe6HedcoXu2eLqL8gd,0.0,428.0,428.0,0.0,1.0,1.0,38HKR2jMyXco72XjXe6HedcoXu2eLqL8gd,2
2786,38JGxWhAPohF9SZwAVtQEtqtMAnRKbXgTq,0.0,103.0,103.0,0.0,1.0,1.0,38JGxWhAPohF9SZwAVtQEtqtMAnRKbXgTq,2
2787,38KZvnsd3DYeH26icdWroZhF8cZ3yD8WFm,0.0,287.0,287.0,0.0,1.0,1.0,38KZvnsd3DYeH26icdWroZhF8cZ3yD8WFm,2
2790,38NL3dpF1PhfoohiaThG2pLkBn2SF8GmaH,0.0,146.0,146.0,0.0,1.0,1.0,38NL3dpF1PhfoohiaThG2pLkBn2SF8GmaH,2
2792,38NufNrBndHLaHx9Kp3s5nsTxkN9TtWAKQ,502.0,0.0,502.0,2.0,0.0,-2.0,38NufNrBndHLaHx9Kp3s5nsTxkN9TtWAKQ,2
2793,38QyXP1bwF7cmjKT4AivqCRg7W1fTwi1Ek,350.0,0.0,350.0,2.0,0.0,-2.0,38QyXP1bwF7cmjKT4AivqCRg7W1fTwi1Ek,2
2795,38SpL495jUrFAsiDnBTyukNJqhvsFLFfrx,0.0,199.0,199.0,0.0,2.0,2.0,38SpL495jUrFAsiDnBTyukNJqhvsFLFfrx,2
2797,38XKqkAnWBspHnxfVvV6ocQsgDZKtaApaj,251.0,0.0,251.0,1.0,0.0,-1.0,38XKqkAnWBspHnxfVvV6ocQsgDZKtaApaj,2
2798,38bF8WTF6Q5asWpZ14wunJr3QSxWQc3WN1,0.0,196.0,196.0,0.0,2.0,2.0,38bF8WTF6Q5asWpZ14wunJr3QSxWQc3WN1,2
2799,38dAST3J4pcgHsHSKvkKJfsbkMuFsF7UFe,0.0,223.0,223.0,0.0,1.0,1.0,38dAST3J4pcgHsHSKvkKJfsbkMuFsF7UFe,2
2802,38gATvsnYpQqiNgXphCkZBVzwTcfPAw1zY,0.0,104.0,104.0,0.0,2.0,2.0,38gATvsnYpQqiNgXphCkZBVzwTcfPAw1zY,2
2804,38kSFyPs3apdAPmwjaU6M4urKSRKsVZGSW,0.0,103.0,103.0,0.0,1.0,1.0,38kSFyPs3apdAPmwjaU6M4urKSRKsVZGSW,2
2805,38mMQxz4knqfmecjLW3atdygfWxvvnJfg7,6.0,326.0,332.0,4.0,4.0,0.0,38mMQxz4knqfmecjLW3atdygfWxvvnJfg7,2
2806,38p5nxNrC6q3uqYBHMMVQhfWpycAtsdxTE,502.0,1.0,503.0,2.0,1.0,-1.0,38p5nxNrC6q3uqYBHMMVQhfWpycAtsdxTE,2
2808,38sLe5QEJhnMjzDPSzA8FMQSUwvb3TBbmR,251.0,0.0,251.0,1.0,0.0,-1.0,38sLe5QEJhnMjzDPSzA8FMQSUwvb3TBbmR,2
2813,391gyosjnEKCwAioVaCsGF5vn2XFXaRLeX,251.0,0.0,251.0,1.0,0.0,-1.0,391gyosjnEKCwAioVaCsGF5vn2XFXaRLeX,2
2814,393BCA9a4pufevMdiLBxdabYbfZi52Fp72,0.0,104.0,104.0,0.0,1.0,1.0,393BCA9a4pufevMdiLBxdabYbfZi52Fp72,2
2817,39CVKNRRdie7KPpMNGV5fdNKX3ArKhS1VJ,251.0,0.0,251.0,1.0,0.0,-1.0,39CVKNRRdie7KPpMNGV5fdNKX3ArKhS1VJ,2
2818,39Dp7MnmMn4Au7emMPm6z6TJvVzJWeAinu,88.0,41.0,129.0,16.0,19.0,3.0,39Dp7MnmMn4Au7emMPm6z6TJvVzJWeAinu,2
2820,39LXCU9PZoiabxw3RUDrp2mSaMTUbXZkVD,251.0,0.0,251.0,1.0,0.0,-1.0,39LXCU9PZoiabxw3RUDrp2mSaMTUbXZkVD,2
2821,39P5WfCooxS2xNYnZKUoNsgRiRenAyJ6kt,0.0,192.0,192.0,0.0,3.0,3.0,39P5WfCooxS2xNYnZKUoNsgRiRenAyJ6kt,2
2822,39PegJTdrywCauvDroNRwBDvcbKbigNU7q,251.0,0.0,251.0,1.0,0.0,-1.0,39PegJTdrywCauvDroNRwBDvcbKbigNU7q,2
2823,39QibS49W2L5SjQfCZGP4S4EPZ4Dn2HKTL,350.0,0.0,350.0,2.0,0.0,-2.0,39QibS49W2L5SjQfCZGP4S4EPZ4Dn2HKTL,2
2824,39RUH3w83iz7JqZD3gB33HBMv3jMSn6moL,21.0,132.0,153.0,20.0,22.0,2.0,39RUH3w83iz7JqZD3gB33HBMv3jMSn6moL,2
2826,39SrpUhDa4ux3VUxtJ47szRg4tkh2ywGuC,2.0,159.0,161.0,1.0,1.0,0.0,39SrpUhDa4ux3VUxtJ47szRg4tkh2ywGuC,2
2827,39Tbf9yFZLUsGKSwta1TNfu4gkaPFJxLPP,251.0,0.0,251.0,1.0,0.0,-1.0,39Tbf9yFZLUsGKSwta1TNfu4gkaPFJxLPP,2
